viewer_name	primary_emotion	secondary_emotion
viewer_3732	love	violence	
viewer_622	love	violence	
viewer_6779	love	violence	
viewer_4777	love	violence	
viewer_42	love	violence	
viewer_9291	love	action	
viewer_7852	love	violence	
viewer_3656	love	horizons	
viewer_6329	love	action	
viewer_1553	love	violence	
viewer_8575	love	action	
viewer_645	love	action	
viewer_9521	love	action	
viewer_6450	love	horizons	
viewer_1835	love	action	
viewer_6512	love	violence	
viewer_104	love	violence	
viewer_6276	love	action	
viewer_8937	love	happiness	
viewer_2549	love	violence	
viewer_8596	love	action	
viewer_6134	love	violence	
viewer_4565	love	action	
viewer_2024	love	happiness	
viewer_5101	love	action	
viewer_7418	love	happiness	
viewer_4279	love	violence	
viewer_1205	love	violence	
viewer_2084	love	violence	
viewer_7032	love	horizons	
viewer_8575	love	action	
viewer_5104	love	happiness	
viewer_6049	love	action	
viewer_1946	love	horizons	
viewer_7581	love	action	
viewer_5147	love	horizons	
viewer_8978	love	violence	
viewer_9599	love	happiness	
viewer_1616	love	violence	
viewer_8596	love	action	
viewer_8001	love	action	
viewer_5956	love	violence	
viewer_4314	love	action	
viewer_4072	love	violence	
viewer_9819	love	violence	
viewer_7757	love	violence	
viewer_5473	love	violence	
viewer_7456	love	violence	
viewer_388	love	action	
viewer_1786	love	action	
viewer_9882	love	happiness	
viewer_9229	love	action	
viewer_4917	love	violence	
viewer_5243	love	happiness	
viewer_9391	love	violence	
viewer_3948	love	violence	
viewer_3219	love	action	
viewer_4444	love	violence	
viewer_8020	love	action	
viewer_583	love	violence	
viewer_5264	love	action	
viewer_9967	love	violence	
viewer_2422	love	violence	
viewer_4326	love	action	
viewer_556	love	happiness	
viewer_5825	love	action	
viewer_3131	love	action	
viewer_57	love	horizons	
viewer_6924	love	action	
viewer_4571	love	violence	
viewer_8122	love	happiness	
viewer_9191	love	violence	
viewer_7092	love	violence	
viewer_4385	love	violence	
viewer_6636	love	violence	
viewer_85	love	happiness	
viewer_9564	love	action	
viewer_7764	love	violence	
viewer_3314	love	violence	
viewer_6969	love	happiness	
viewer_9444	love	action	
viewer_7740	love	horizons	
viewer_4197	love	action	
viewer_8131	love	action	
viewer_346	love	happiness	
viewer_3362	love	violence	
viewer_7470	love	happiness	
viewer_4208	love	violence	
viewer_670	love	violence	
viewer_6848	love	violence	
viewer_2882	love	violence	
viewer_9082	love	violence	
viewer_7843	love	violence	
viewer_9368	love	violence	
viewer_4129	love	violence	
viewer_2217	love	violence	
viewer_1643	love	happiness	
viewer_6989	love	happiness	
viewer_3116	love	action	
viewer_7422	love	happiness	
viewer_9695	love	action	
viewer_4109	love	action	
viewer_4965	love	horizons	
viewer_5549	love	happiness	
viewer_3401	love	happiness	
viewer_1143	love	violence	
viewer_8928	love	violence	
viewer_7805	love	violence	
viewer_1594	love	action	
viewer_9363	love	happiness	
viewer_5705	love	happiness	
viewer_4245	love	action	
viewer_320	love	action	
viewer_7656	love	violence	
viewer_2714	love	action	
viewer_7529	love	violence	
viewer_711	love	horizons	
viewer_1490	love	horizons	
viewer_3593	love	action	
viewer_1976	love	violence	
viewer_4473	love	action	
viewer_2694	love	violence	
viewer_2325	love	action	
viewer_3427	love	violence	
viewer_4353	love	violence	
viewer_3523	love	violence	
viewer_5197	love	violence	
viewer_2567	love	happiness	
viewer_7014	love	action	
viewer_2583	love	horizons	
viewer_7156	love	action	
viewer_6252	love	action	
viewer_7708	love	happiness	
viewer_1735	love	violence	
viewer_6024	love	happiness	
viewer_9796	love	violence	
viewer_7191	love	violence	
viewer_8314	love	violence	
viewer_9097	love	violence	
viewer_3986	love	violence	
viewer_5741	love	violence	
viewer_8856	love	violence	
viewer_9439	love	violence	
viewer_3089	love	violence	
viewer_4620	love	action	
viewer_54	love	happiness	
viewer_6267	love	violence	
viewer_3394	love	violence	
viewer_410	love	action	
viewer_7093	love	violence	
viewer_8315	love	violence	
viewer_4067	love	action	
viewer_157	love	violence	
viewer_8240	love	action	
viewer_4803	love	violence	
viewer_2912	love	violence	
viewer_286	love	happiness	
viewer_3739	love	action	
viewer_4491	love	violence	
viewer_5184	love	violence	
viewer_8790	love	happiness	
viewer_5593	love	violence	
viewer_2110	love	action	
viewer_1252	love	happiness	
viewer_9188	love	action	
viewer_8657	love	action	
viewer_366	love	action	
viewer_8558	love	violence	
viewer_1214	love	action	
viewer_7311	love	action	
viewer_6408	love	happiness	
viewer_1718	love	violence	
viewer_6971	love	action	
viewer_673	love	happiness	
viewer_6447	love	action	
viewer_485	love	action	
viewer_2311	love	happiness	
viewer_7894	love	action	
viewer_3422	love	violence	
viewer_5889	love	violence	
viewer_6766	love	violence	
viewer_7181	love	action	
viewer_7309	love	happiness	
viewer_4044	love	action	
viewer_93	love	happiness	
viewer_3719	love	violence	
viewer_3223	love	happiness	
viewer_9683	love	happiness	
viewer_7342	love	happiness	
viewer_1266	love	violence	
viewer_3892	love	violence	
viewer_5210	love	violence	
viewer_9627	love	violence	
viewer_1091	love	action	
viewer_5597	love	horizons	
viewer_5245	love	violence	
viewer_6394	love	violence	
viewer_3890	love	violence	
viewer_5909	love	violence	
viewer_4997	love	violence	
viewer_875	love	action	
viewer_8997	love	action	
viewer_2243	love	action	
viewer_1363	love	action	
viewer_5556	love	happiness	
viewer_3991	love	action	
viewer_9931	love	action	
viewer_8874	love	action	
viewer_4660	love	violence	
viewer_9573	love	action	
viewer_7220	love	action	
viewer_5055	love	happiness	
viewer_6126	love	happiness	
viewer_1490	love	horizons	
viewer_7268	love	action	
viewer_7185	love	violence	
viewer_978	love	action	
viewer_7341	love	happiness	
viewer_4442	love	violence	
viewer_8616	love	violence	
viewer_9020	love	violence	
viewer_7685	love	violence	
viewer_4261	love	violence	
viewer_3404	love	action	
viewer_4859	love	violence	
viewer_7804	love	horizons	
viewer_3451	love	action	
viewer_2566	love	violence	
viewer_2965	love	violence	
viewer_7110	love	violence	
viewer_1151	love	action	
viewer_14	love	action	
viewer_4242	love	violence	
viewer_3313	love	violence	
viewer_289	love	violence	
viewer_3866	love	violence	
viewer_5163	love	violence	
viewer_9680	love	violence	
viewer_844	love	happiness	
viewer_8089	love	happiness	
viewer_5946	love	action	
viewer_1456	love	violence	
viewer_1004	love	violence	
viewer_6596	love	action	
viewer_6	love	violence	
viewer_9924	love	action	
viewer_9683	love	violence	
viewer_7807	love	violence	
viewer_403	love	action	
viewer_917	love	action	
viewer_5424	love	violence	
viewer_9874	love	violence	
viewer_6167	love	action	
viewer_8537	love	action	
viewer_4016	love	violence	
viewer_4545	love	violence	
viewer_1204	love	action	
viewer_643	love	violence	
viewer_9735	love	action	
viewer_2112	love	happiness	
viewer_9511	love	happiness	
viewer_1556	love	horizons	
viewer_6693	love	happiness	
viewer_5578	love	happiness	
viewer_9906	love	violence	
viewer_5220	love	action	
viewer_1038	love	happiness	
viewer_4610	love	happiness	
viewer_4169	love	violence	
viewer_3490	love	violence	
viewer_9607	love	action	
viewer_4099	love	action	
viewer_8754	love	violence	
viewer_4361	love	happiness	
viewer_4873	love	violence	
viewer_9378	love	violence	
viewer_3469	love	happiness	
viewer_6032	love	action	
viewer_7989	love	violence	
viewer_8236	love	horizons	
viewer_5892	love	action	
viewer_8355	love	horizons	
viewer_3146	love	horizons	
viewer_176	love	violence	
viewer_3546	love	violence	
viewer_695	love	action	
viewer_9433	love	happiness	
viewer_2085	love	action	
viewer_1763	love	violence	
viewer_3179	love	happiness	
viewer_3666	love	action	
viewer_1879	love	violence	
viewer_3174	love	violence	
viewer_6099	love	action	
viewer_5341	love	action	
viewer_3728	love	action	
viewer_9568	love	action	
viewer_1776	love	action	
viewer_3825	love	violence	
viewer_2071	love	action	
viewer_3384	love	action	
viewer_426	love	violence	
viewer_2170	love	violence	
viewer_8830	love	horizons	
viewer_4135	love	action	
viewer_3379	love	violence	
viewer_915	love	violence	
viewer_6613	love	horizons	
viewer_5304	love	action	
viewer_1665	love	happiness	
viewer_5890	love	action	
viewer_6656	love	violence	
viewer_7988	love	violence	
viewer_8189	love	horizons	
viewer_4887	love	action	
viewer_2203	love	violence	
viewer_5452	love	happiness	
viewer_4818	love	action	
viewer_4902	love	happiness	
viewer_6781	love	action	
viewer_9819	love	happiness	
viewer_9061	love	violence	
viewer_788	love	happiness	
viewer_2171	love	violence	
viewer_9328	love	violence	
viewer_3442	love	violence	
viewer_3515	love	violence	
viewer_8468	love	happiness	
viewer_9088	love	action	
viewer_1310	love	action	
viewer_4477	love	violence	
viewer_5520	love	action	
viewer_741	love	violence	
viewer_4717	love	action	
viewer_9233	love	violence	
viewer_3821	love	horizons	
viewer_9284	love	happiness	
viewer_5021	love	violence	
viewer_1415	love	action	
viewer_5323	love	horizons	
viewer_4477	love	violence	
viewer_9665	love	happiness	
viewer_1542	love	horizons	
viewer_2616	love	violence	
viewer_9449	love	horizons	
viewer_5811	love	action	
viewer_4970	love	action	
viewer_2179	love	violence	
viewer_5547	love	action	
viewer_1592	love	happiness	
viewer_3373	love	action	
viewer_8578	love	action	
viewer_3833	love	happiness	
viewer_5722	love	violence	
viewer_4037	love	action	
viewer_1886	love	violence	
viewer_6559	love	violence	
viewer_1472	love	happiness	
viewer_1172	love	violence	
viewer_2016	love	violence	
viewer_300	love	violence	
viewer_5187	love	violence	
viewer_8924	love	happiness	
viewer_6705	love	violence	
viewer_9232	love	happiness	
viewer_5746	love	happiness	
viewer_6808	love	happiness	
viewer_8077	love	violence	
viewer_9936	love	action	
viewer_1689	love	action	
viewer_9841	love	violence	
viewer_7415	love	action	
viewer_7292	love	violence	
viewer_8618	love	happiness	
viewer_7981	love	violence	
viewer_2983	love	violence	
viewer_3486	love	happiness	
viewer_2615	love	happiness	
viewer_2762	love	violence	
viewer_676	love	violence	
viewer_3086	love	violence	
viewer_4443	love	action	
viewer_7475	love	happiness	
viewer_1863	love	horizons	
viewer_2765	love	violence	
viewer_4884	love	violence	
viewer_201	love	violence	
viewer_4081	love	happiness	
viewer_3552	love	horizons	
viewer_9880	love	violence	
viewer_684	love	violence	
viewer_47	love	action	
viewer_5501	love	violence	
viewer_4352	love	violence	
viewer_3110	love	violence	
viewer_9631	love	horizons	
viewer_6405	love	action	
viewer_6217	love	happiness	
viewer_138	love	action	
viewer_184	love	horizons	
viewer_6094	love	action	
viewer_5525	love	happiness	
viewer_3111	love	violence	
viewer_9054	love	violence	
viewer_8211	love	action	
viewer_8755	love	violence	
viewer_660	love	violence	
viewer_7661	love	violence	
viewer_6420	love	violence	
viewer_9372	love	violence	
viewer_3818	love	violence	
viewer_6023	love	horizons	
viewer_2672	love	happiness	
viewer_7826	love	horizons	
viewer_2482	love	violence	
viewer_274	love	violence	
viewer_7649	love	horizons	
viewer_5845	love	happiness	
viewer_2375	love	happiness	
viewer_8667	love	horizons	
viewer_7269	love	violence	
viewer_8474	love	violence	
viewer_788	love	violence	
viewer_5036	love	action	
viewer_2653	love	happiness	
viewer_6624	love	action	
viewer_8705	love	happiness	
viewer_6674	love	happiness	
viewer_6072	love	horizons	
viewer_9815	love	violence	
viewer_5537	love	action	
viewer_3740	love	action	
viewer_1496	love	action	
viewer_2983	love	violence	
viewer_660	love	violence	
viewer_2429	love	action	
viewer_5623	love	action	
viewer_8173	love	happiness	
viewer_561	love	violence	
viewer_7914	love	action	
viewer_8471	love	violence	
viewer_6309	love	action	
viewer_5219	love	action	
viewer_1453	love	violence	
viewer_7629	love	violence	
viewer_3657	love	action	
viewer_4142	love	violence	
viewer_9306	love	horizons	
viewer_5979	love	action	
viewer_7154	love	horizons	
viewer_8604	love	happiness	
viewer_5745	love	horizons	
viewer_6892	love	action	
viewer_2748	love	violence	
viewer_512	love	horizons	
viewer_3642	love	horizons	
viewer_5956	love	horizons	
viewer_2712	love	action	
viewer_9864	love	violence	
viewer_7196	love	violence	
viewer_8049	love	horizons	
viewer_2077	love	action	
viewer_6066	love	horizons	
viewer_1321	love	violence	
viewer_6143	love	action	
viewer_7282	love	violence	
viewer_4595	love	action	
viewer_9116	love	violence	
viewer_1449	love	horizons	
viewer_3034	love	violence	
viewer_4336	love	violence	
viewer_2231	love	violence	
viewer_2341	love	action	
viewer_1481	love	violence	
viewer_1741	love	action	
viewer_8170	love	violence	
viewer_8662	love	happiness	
viewer_4787	love	violence	
viewer_185	love	violence	
viewer_5375	love	violence	
viewer_924	love	violence	
viewer_8833	love	violence	
viewer_3623	love	violence	
viewer_7910	love	violence	
viewer_6983	love	action	
viewer_1792	love	violence	
viewer_3934	love	action	
viewer_2812	love	violence	
viewer_4471	love	violence	
viewer_1033	love	happiness	
viewer_4986	love	happiness	
viewer_8585	love	violence	
viewer_4955	love	action	
viewer_8857	love	action	
viewer_2128	love	violence	
viewer_2916	love	action	
viewer_671	love	violence	
viewer_465	love	happiness	
viewer_6385	love	happiness	
viewer_8334	love	violence	
viewer_7261	love	violence	
viewer_5400	love	happiness	
viewer_8039	love	happiness	
viewer_1617	love	violence	
viewer_7550	love	happiness	
viewer_7164	love	violence	
viewer_4496	love	violence	
viewer_5820	love	action	
viewer_2737	love	happiness	
viewer_1548	love	violence	
viewer_4971	love	violence	
viewer_5161	love	violence	
viewer_619	love	happiness	
viewer_6875	love	violence	
viewer_5959	love	violence	
viewer_2121	love	violence	
viewer_6841	love	action	
viewer_6693	love	action	
viewer_8413	love	violence	
viewer_9480	love	violence	
viewer_5882	love	violence	
viewer_8189	love	happiness	
viewer_3343	love	violence	
viewer_3646	love	violence	
viewer_8224	love	violence	
viewer_6294	love	action	
viewer_9690	love	violence	
viewer_8759	love	violence	
viewer_9786	love	violence	
viewer_1911	love	horizons	
viewer_3722	love	action	
viewer_4065	love	violence	
viewer_3730	love	violence	
viewer_4219	love	action	
viewer_5387	love	happiness	
viewer_5945	love	violence	
viewer_4262	love	violence	
viewer_7624	love	action	
viewer_856	love	action	
viewer_3722	love	happiness	
viewer_4819	love	violence	
viewer_4746	love	violence	
viewer_3196	love	violence	
viewer_1383	love	violence	
viewer_4297	love	violence	
viewer_8067	love	happiness	
viewer_1608	love	violence	
viewer_9846	love	violence	
viewer_7563	love	action	
viewer_9084	love	action	
viewer_644	love	action	
viewer_2018	love	violence	
viewer_6957	love	violence	
viewer_8157	love	horizons	
viewer_2087	love	action	
viewer_4770	love	horizons	
viewer_7718	love	violence	
viewer_7327	love	horizons	
viewer_4011	love	action	
viewer_4924	love	violence	
viewer_4300	love	happiness	
viewer_6055	love	violence	
viewer_6603	love	violence	
viewer_1773	love	horizons	
viewer_1844	love	violence	
viewer_626	love	violence	
viewer_8922	love	violence	
viewer_6178	love	horizons	
viewer_1958	love	violence	
viewer_6334	love	action	
viewer_4713	love	violence	
viewer_1272	love	action	
viewer_6277	love	happiness	
viewer_5775	love	violence	
viewer_508	love	violence	
viewer_877	love	happiness	
viewer_5882	love	action	
viewer_9034	love	action	
viewer_9018	love	violence	
viewer_846	love	violence	
viewer_5279	love	action	
viewer_4105	love	violence	
viewer_9208	love	violence	
viewer_8742	love	violence	
viewer_1873	love	violence	
viewer_5419	love	happiness	
viewer_385	love	violence	
viewer_1588	love	violence	
viewer_8396	love	happiness	
viewer_6077	love	happiness	
viewer_4620	love	violence	
viewer_8305	love	violence	
viewer_174	love	violence	
viewer_9649	love	violence	
viewer_4551	love	violence	
viewer_8257	love	violence	
viewer_5960	love	action	
viewer_8706	love	violence	
viewer_2761	love	violence	
viewer_387	love	happiness	
viewer_6907	love	happiness	
viewer_9692	love	violence	
viewer_7196	love	violence	
viewer_6387	love	violence	
viewer_9811	love	happiness	
viewer_2546	love	action	
viewer_7033	love	action	
viewer_837	love	happiness	
viewer_9542	love	violence	
viewer_4598	love	happiness	
viewer_5225	love	violence	
viewer_7733	love	happiness	
viewer_1964	love	violence	
viewer_537	love	violence	
viewer_8458	love	happiness	
viewer_9522	love	happiness	
viewer_5370	love	action	
viewer_8011	love	violence	
viewer_7174	love	horizons	
viewer_5332	love	happiness	
viewer_9611	love	violence	
viewer_9678	love	violence	
viewer_5335	love	happiness	
viewer_9123	love	action	
viewer_8318	love	violence	
viewer_6589	love	action	
viewer_826	love	happiness	
viewer_7981	love	horizons	
viewer_2212	love	violence	
viewer_2492	love	horizons	
viewer_8600	love	happiness	
viewer_4285	love	violence	
viewer_2738	love	violence	
viewer_1920	love	action	
viewer_1042	love	horizons	
viewer_9070	love	violence	
viewer_5620	love	happiness	
viewer_327	love	happiness	
viewer_6537	love	violence	
viewer_1072	love	violence	
viewer_3215	love	violence	
viewer_8244	love	violence	
viewer_6783	love	violence	
viewer_4761	love	happiness	
viewer_4821	love	violence	
viewer_8741	love	violence	
viewer_3536	love	happiness	
viewer_1959	love	action	
viewer_5711	love	action	
viewer_8094	love	horizons	
viewer_5867	love	action	
viewer_4991	love	action	
viewer_1675	love	action	
viewer_7985	love	violence	
viewer_5119	love	action	
viewer_5479	love	violence	
viewer_6697	love	happiness	
viewer_2717	love	violence	
viewer_3145	love	violence	
viewer_8990	love	violence	
viewer_6583	love	violence	
viewer_9456	love	happiness	
viewer_691	love	action	
viewer_8241	love	violence	
viewer_7223	love	horizons	
viewer_6953	love	violence	
viewer_538	love	action	
viewer_8707	love	violence	
viewer_209	love	happiness	
viewer_3287	love	violence	
viewer_119	love	violence	
viewer_1139	love	violence	
viewer_7618	love	action	
viewer_7576	violence	love	
viewer_366	love	action	
viewer_8566	love	violence	
viewer_8813	love	violence	
viewer_9129	love	violence	
viewer_7683	love	happiness	
viewer_4766	love	violence	
viewer_5424	love	horizons	
viewer_5181	love	violence	
viewer_2989	love	action	
viewer_3644	love	action	
viewer_8684	love	action	
viewer_9505	love	horizons	
viewer_6534	love	action	
viewer_86	love	violence	
viewer_9800	love	violence	
viewer_1433	love	violence	
viewer_3609	love	violence	
viewer_1063	love	happiness	
viewer_2870	love	violence	
viewer_3031	love	violence	
viewer_7450	love	happiness	
viewer_7358	love	action	
viewer_337	love	action	
viewer_6301	love	violence	
viewer_7281	love	violence	
viewer_3233	love	violence	
viewer_9374	love	action	
viewer_7751	love	violence	
viewer_8554	love	violence	
viewer_1866	love	happiness	
viewer_9522	love	violence	
viewer_9950	love	violence	
viewer_6159	love	violence	
viewer_3359	love	action	
viewer_7613	love	violence	
viewer_9388	love	horizons	
viewer_7615	love	violence	
viewer_8051	love	violence	
viewer_5387	love	violence	
viewer_96	love	action	
viewer_4116	love	violence	
viewer_8608	love	violence	
viewer_6595	love	happiness	
viewer_528	love	happiness	
viewer_7067	love	violence	
viewer_4205	love	action	
viewer_1726	love	violence	
viewer_8311	love	action	
viewer_8687	love	action	
viewer_5978	love	horizons	
viewer_1928	love	violence	
viewer_8690	love	action	
viewer_3332	love	action	
viewer_7852	love	action	
viewer_5642	love	violence	
viewer_3012	love	violence	
viewer_2658	love	violence	
viewer_7827	love	action	
viewer_6038	love	violence	
viewer_2210	love	happiness	
viewer_3113	love	action	
viewer_6717	love	violence	
viewer_6598	love	violence	
viewer_725	love	happiness	
viewer_9726	love	violence	
viewer_6025	love	action	
viewer_9921	love	violence	
viewer_767	love	violence	
viewer_4643	love	violence	
viewer_4624	love	action	
viewer_2605	love	happiness	
viewer_1366	love	violence	
viewer_4729	love	action	
viewer_6310	love	happiness	
viewer_8061	love	happiness	
viewer_6708	love	happiness	
viewer_3848	love	action	
viewer_6349	love	violence	
viewer_6328	love	violence	
viewer_5076	love	violence	
viewer_3869	love	violence	
viewer_36	love	happiness	
viewer_6400	love	action	
viewer_7919	love	action	
viewer_9485	love	violence	
viewer_8461	love	action	
viewer_6574	love	violence	
viewer_7735	love	action	
viewer_6646	love	action	
viewer_2853	love	happiness	
viewer_8702	love	action	
viewer_1753	love	violence	
viewer_9507	love	action	
viewer_4025	love	happiness	
viewer_2057	love	happiness	
viewer_4749	love	violence	
viewer_8211	love	happiness	
viewer_3544	love	violence	
viewer_3095	love	violence	
viewer_6813	love	action	
viewer_7706	love	violence	
viewer_4010	love	violence	
viewer_4771	love	action	
viewer_179	love	violence	
viewer_2751	love	action	
viewer_6700	love	violence	
viewer_5308	love	action	
viewer_7350	love	violence	
viewer_3835	love	violence	
viewer_171	love	action	
viewer_2812	love	violence	
viewer_4908	love	violence	
viewer_5015	love	violence	
viewer_7495	love	violence	
viewer_2907	love	horizons	
viewer_2174	love	action	
viewer_7300	love	violence	
viewer_9239	love	action	
viewer_3712	love	action	
viewer_3193	love	violence	
viewer_1988	love	happiness	
viewer_7991	love	action	
viewer_72	love	action	
viewer_3599	love	action	
viewer_9294	love	violence	
viewer_3794	love	violence	
viewer_4013	love	violence	
viewer_8062	love	action	
viewer_4360	love	horizons	
viewer_3193	love	violence	
viewer_3112	love	happiness	
viewer_8680	love	violence	
viewer_5853	love	happiness	
viewer_1771	love	happiness	
viewer_2713	love	happiness	
viewer_6686	love	action	
viewer_5550	love	violence	
viewer_4996	love	violence	
viewer_8992	love	violence	
viewer_6212	love	violence	
viewer_3367	love	happiness	
viewer_8671	love	violence	
viewer_393	love	horizons	
viewer_3829	love	action	
viewer_5524	love	violence	
viewer_5785	love	violence	
viewer_8555	love	violence	
viewer_797	love	violence	
viewer_2757	love	action	
viewer_9194	love	violence	
viewer_1457	love	action	
viewer_2828	love	happiness	
viewer_8527	love	violence	
viewer_4777	love	happiness	
viewer_9636	love	horizons	
viewer_5326	love	action	
viewer_4824	love	happiness	
viewer_9655	love	violence	
viewer_4334	love	violence	
viewer_2857	love	violence	
viewer_8268	love	violence	
viewer_3763	love	action	
viewer_9184	love	happiness	
viewer_5695	love	violence	
viewer_4377	love	action	
viewer_8577	love	action	
viewer_9887	love	action	
viewer_6359	love	happiness	
viewer_9794	love	violence	
viewer_1838	love	happiness	
viewer_4151	love	action	
viewer_9104	love	action	
viewer_8350	love	action	
viewer_943	love	horizons	
viewer_1538	love	violence	
viewer_4819	love	happiness	
viewer_6554	love	violence	
viewer_3328	love	horizons	
viewer_5964	love	violence	
viewer_514	love	horizons	
viewer_9612	love	violence	
viewer_2844	love	violence	
viewer_2295	love	action	
viewer_3488	love	violence	
viewer_8607	love	action	
viewer_8211	love	happiness	
viewer_1411	love	horizons	
viewer_4944	love	violence	
viewer_6374	love	action	
viewer_8251	love	action	
viewer_6243	love	violence	
viewer_529	love	action	
viewer_6126	love	action	
viewer_6219	love	violence	
viewer_5443	love	happiness	
viewer_5580	love	happiness	
viewer_1229	love	violence	
viewer_4427	love	violence	
viewer_9447	love	violence	
viewer_8262	love	happiness	
viewer_7274	love	happiness	
viewer_3772	love	violence	
viewer_6740	love	violence	
viewer_5059	love	violence	
viewer_2305	love	violence	
viewer_3913	love	horizons	
viewer_657	love	violence	
viewer_7797	love	action	
viewer_7882	love	happiness	
viewer_7825	love	violence	
viewer_6501	love	action	
viewer_8138	love	happiness	
viewer_9614	love	happiness	
viewer_926	love	violence	
viewer_7921	love	action	
viewer_2069	love	violence	
viewer_378	love	horizons	
viewer_6394	love	violence	
viewer_5123	love	happiness	
viewer_601	love	violence	
viewer_9993	love	action	
viewer_7735	love	horizons	
viewer_1191	love	violence	
viewer_8570	love	violence	
viewer_5374	love	violence	
viewer_3897	love	action	
viewer_224	love	violence	
viewer_7669	love	violence	
viewer_7088	love	violence	
viewer_6488	love	violence	
viewer_660	love	violence	
viewer_5631	love	horizons	
viewer_3756	love	happiness	
viewer_5878	love	violence	
viewer_4063	love	action	
viewer_5383	love	violence	
viewer_5782	love	horizons	
viewer_5153	love	violence	
viewer_661	love	violence	
viewer_4254	love	violence	
viewer_3365	love	violence	
viewer_5718	love	action	
viewer_7672	love	action	
viewer_3867	love	violence	
viewer_581	love	action	
viewer_8507	love	violence	
viewer_1797	love	violence	
viewer_9187	love	violence	
viewer_6934	love	action	
viewer_1736	love	violence	
viewer_7042	love	violence	
viewer_4395	love	violence	
viewer_806	love	violence	
viewer_6694	love	action	
viewer_5744	love	happiness	
viewer_8320	love	action	
viewer_4413	love	horizons	
viewer_7252	love	happiness	
viewer_9524	love	violence	
viewer_4226	love	happiness	
viewer_6396	love	violence	
viewer_2364	love	happiness	
viewer_3780	love	action	
viewer_1293	love	happiness	
viewer_8601	love	happiness	
viewer_1566	love	action	
viewer_4038	love	violence	
viewer_6076	love	violence	
viewer_426	love	violence	
viewer_2446	love	violence	
viewer_7595	love	happiness	
viewer_6417	love	violence	
viewer_5714	love	action	
viewer_7980	love	violence	
viewer_6440	love	violence	
viewer_2568	love	violence	
viewer_1238	love	happiness	
viewer_4104	love	violence	
viewer_9510	love	happiness	
viewer_8276	love	happiness	
viewer_366	love	violence	
viewer_2818	love	happiness	
viewer_6502	love	violence	
viewer_7804	love	violence	
viewer_1571	love	violence	
viewer_235	love	violence	
viewer_5474	love	violence	
viewer_6917	love	action	
viewer_4403	love	violence	
viewer_6436	love	action	
viewer_2760	love	violence	
viewer_5315	love	violence	
viewer_1452	love	violence	
viewer_7168	love	action	
viewer_3718	love	action	
viewer_5882	love	violence	
viewer_1418	love	violence	
viewer_3188	love	violence	
viewer_8788	love	happiness	
viewer_1939	love	action	
viewer_2996	love	happiness	
viewer_3692	love	happiness	
viewer_5371	love	violence	
viewer_8591	love	happiness	
viewer_6964	love	action	
viewer_9054	love	horizons	
viewer_386	love	happiness	
viewer_1820	love	happiness	
viewer_4285	love	violence	
viewer_5337	love	happiness	
viewer_5438	love	violence	
viewer_2624	love	violence	
viewer_4268	love	happiness	
viewer_4944	love	violence	
viewer_3082	love	action	
viewer_948	love	violence	
viewer_7872	love	violence	
viewer_9525	love	violence	
viewer_5085	love	violence	
viewer_9462	love	action	
viewer_2275	love	happiness	
viewer_2291	love	violence	
viewer_949	love	violence	
viewer_8456	love	action	
viewer_4352	love	violence	
viewer_4414	love	action	
viewer_3097	love	happiness	
viewer_4727	love	action	
viewer_1932	love	violence	
viewer_8974	love	action	
viewer_6451	love	action	
viewer_9389	love	violence	
viewer_9391	love	violence	
viewer_7462	love	happiness	
viewer_6660	love	violence	
viewer_8115	love	violence	
viewer_5535	love	action	
viewer_3644	love	happiness	
viewer_7191	love	violence	
viewer_3799	love	happiness	
viewer_794	love	happiness	
viewer_1004	love	violence	
viewer_3830	love	violence	
viewer_4447	love	happiness	
viewer_4050	love	action	
viewer_6406	love	violence	
viewer_8396	love	happiness	
viewer_5733	love	action	
viewer_2558	love	action	
viewer_6891	love	happiness	
viewer_4472	love	violence	
viewer_8166	love	happiness	
viewer_5165	love	violence	
viewer_7509	love	violence	
viewer_3922	love	horizons	
viewer_3640	love	violence	
viewer_771	love	action	
viewer_1508	love	violence	
viewer_5971	love	horizons	
viewer_784	love	happiness	
viewer_8337	love	happiness	
viewer_1566	love	happiness	
viewer_6912	love	violence	
viewer_4451	love	happiness	
viewer_3268	love	violence	
viewer_7277	love	action	
viewer_2927	love	horizons	
viewer_7072	love	horizons	
viewer_7182	love	happiness	
viewer_3427	love	happiness	
viewer_8643	love	violence	
viewer_5958	love	happiness	
viewer_8071	love	violence	
viewer_1811	love	horizons	
viewer_2171	love	action	
viewer_8023	love	action	
viewer_9446	love	action	
viewer_5170	love	violence	
viewer_3557	love	violence	
viewer_608	love	violence	
viewer_6488	love	action	
viewer_2769	love	violence	
viewer_1626	love	violence	
viewer_8744	love	happiness	
viewer_6147	love	action	
viewer_5200	love	violence	
viewer_3092	love	violence	
viewer_4890	love	violence	
viewer_3752	love	violence	
viewer_5584	love	violence	
viewer_8827	love	happiness	
viewer_8437	love	action	
viewer_9122	love	violence	
viewer_2523	love	violence	
viewer_5446	love	violence	
viewer_4074	love	action	
viewer_6271	love	violence	
viewer_4491	love	action	
viewer_7465	love	violence	
viewer_4798	love	action	
viewer_1534	love	happiness	
viewer_4163	love	violence	
viewer_9783	love	action	
viewer_9304	love	action	
viewer_9913	love	happiness	
viewer_6174	love	violence	
viewer_4817	love	violence	
viewer_4735	love	violence	
viewer_3566	love	horizons	
viewer_2493	love	violence	
